format, deserializerTime, limit, loaderTime, dataLength, dataLoader, deserializer, 
xml, 0.1927640438079834, 50, 0.8609129786491394, 26183, ASIHTTPRequest, GoogleXML, 
xml, 0.3601869940757751, 100, 1.332917988300323, 52954, ASIHTTPRequest, GoogleXML, 
xml, 0.541038990020752, 150, 1.678003013134003, 79129, ASIHTTPRequest, GoogleXML, 
xml, 0.7006089687347412, 200, 1.911359012126923, 105914, ASIHTTPRequest, GoogleXML, 
xml, 0.3471580147743225, 50, 0.8187749981880188, 26495, ASIHTTPRequest, APXML, 
xml, 0.6744399666786194, 100, 1.392961978912354, 52796, ASIHTTPRequest, APXML, 
xml, 1.000424981117249, 150, 1.771883010864258, 78903, ASIHTTPRequest, APXML, 
xml, 1.320518016815186, 200, 1.747716009616852, 105217, ASIHTTPRequest, APXML, 
pbuf, 0.07344299554824829, 50, 0.9201059937477112, 13810, ASIHTTPRequest, ProtocolBuffer, 
pbuf, 0.1585250496864319, 100, 1.13853394985199, 27264, ASIHTTPRequest, ProtocolBuffer, 
pbuf, 0.220272958278656, 150, 1.778680026531219, 41157, ASIHTTPRequest, ProtocolBuffer, 
pbuf, 0.2948179841041565, 200, 1.723315954208374, 54251, ASIHTTPRequest, ProtocolBuffer, 
xml, 0.3273289799690247, 50, 0.8158869743347168, 26385, ASIHTTPRequest, AQXMLParser, 
xml, 0.6406649947166443, 100, 1.505504012107849, 52749, ASIHTTPRequest, AQXMLParser, 
xml, 0.9627320170402527, 150, 2.630425035953522, 79112, ASIHTTPRequest, AQXMLParser, 
xml, 1.272669017314911, 200, 1.889571011066437, 106292, ASIHTTPRequest, AQXMLParser, 
soap, 0.1537250280380249, 50, 2.202614963054657, 41997, SOAP, SOAP, 
soap, 0.3056559562683105, 100, 1.065486967563629, 83579, SOAP, SOAP, 
soap, 0.4511590003967285, 150, 1.22147798538208, 125382, SOAP, SOAP, 
soap, 0.591159999370575, 200, 1.586160004138947, 166789, SOAP, SOAP, 
